actor_name,movie_id,release_year,title
Béatrice Bonifassi,9662,2003,The Triplets of Belleville
Michael Martin,14585,1997,In the Company of Men
Justine Herron,181330,2013,Kevin Hart: Let Me Explain
Richard Jordan,10803,1976,Logan's Run
Richard Jordan,24575,1980,Raise the Titanic
Daniella Pineda,72766,2011,Newlyweds
Gerrit Graham,11186,1990,Child's Play 2
Madeline Vail ,77934,2010,The Christmas Bunny
Patricia Hamilton,17663,1985,Anne of Green Gables
Karen Mendelson,13187,1965,A Charlie Brown Christmas
Rickey D'Shon Collins,19405,2001,Recess: School's Out
Cristina Contes,7978,2010,The Wolfman
Leticia Brédice,18079,2000,Nine Queens
Toby Huss,9952,2006,Rescue Dawn
Roy Chiao,11690,1988,Bloodsport
Kitana Baker,48463,2004,Incident at Loch Ness
Darrin Bragg,57876,2015,Area 51
Mathieu Demy,41248,2009,The Girl on the Train
Marsha Thomason,10756,2003,The Haunted Mansion
Marsha Thomason,11469,2001,Black Knight
Karl Bruckschwaiger,76,1995,Before Sunrise
John Terry,34335,2010,Nine Dead
Lucille La Verne,408,1937,Snow White and the Seven Dwarfs
Finn Carter,9362,1990,Tremors
David Pledger,27374,2008,Lake Mungo
Laura Breckenridge,19344,2006,Loving Annabelle
Paddy Considine,921,2005,Cinderella Man
Paddy Considine,2503,2007,The Bourne Ultimatum
Paddy Considine,4638,2007,Hot Fuzz
Paddy Considine,9709,2004,My Summer of Love
Paddy Considine,12877,2004,Dead Man's Shoes
Paddy Considine,18530,2009,The Cry of the Owl
Paddy Considine,22908,1999,A Room for Romeo Brass
Paddy Considine,49020,2011,Submarine
Paddy Considine,90369,2012,Now Is Good
Paddy Considine,107985,2013,The World's End
Paddy Considine,181283,2015,Child 44
Patricia Richardson,55306,1997,Ulee's Gold
Ibrahim Sinik,123678,2012,The Act of Killing
Malinda Williams,13816,2006,Idlewild
Malinda Williams,16158,1999,The Wood
Harry Ratchford,181330,2013,Kevin Hart: Let Me Explain
Harry Lloyd,71688,2011,The Iron Lady
Harry Lloyd,137347,2013,Closer to the Moon
Jana Kaderabkova,1690,2005,Hostel
Juliane Köhler,613,2004,Downfall
Juliane Köhler,1591,2001,Nowhere in Africa
Juliane Köhler,2211,1999,Aimee & Jaguar
Cary Grant,43595,1933,She Done Him Wrong
Nathan Lane,7450,2000,Titan A.E.
Nathan Lane,10137,1999,Stuart Little
Nathan Lane,13476,2004,Win a Date with Tad Hamilton!
Nathan Lane,24034,2004,Teacher's Pet
Nathan Lane,29339,2002,Nicholas Nickleby
Nathan Lane,49852,2010,The Nutcracker: The Untold Story
Nathan Lane,62764,2012,Mirror Mirror
Nathan Lane,75531,2000,Isn't She Great
Ewen Bremner,395,2004,AVP: Alien vs. Predator
Ewen Bremner,627,1996,Trainspotting
Ewen Bremner,2196,2007,Death at a Funeral
Ewen Bremner,8676,2008,Fool's Gold
Bryan Greenberg,10521,2009,Bride Wars
Veronica Cartwright,348,1979,Alien
Veronica Cartwright,219716,1999,Sparkler
Mélissa Désormeaux-Poulin,46738,2010,Incendies
Shohreh Aghdashloo,2044,2006,The Lake House
Shohreh Aghdashloo,222649,2014,Rosewater
Michael Finger,34069,2009,Cargo
Peter Behn,3170,1942,Bambi
Joaquim de Almeida,8068,1995,Desperado
Joaquim de Almeida,9331,1994,Clear and Present Danger
Joaquim de Almeida,69848,1999,One Man's Hero
Ashley Bell,38358,2010,The Last Exorcism
Ashley Bell,146203,2013,The Last Exorcism Part II
Emilio Echevarría,55,2000,Amores perros
Emilio Echevarría,10733,2004,The Alamo
Anjul Nigam,426469,2017,Growing Up Smith
Ibrahim Renno Jr.,299553,2015,Shark Lake
Stig Frode Henriksen,14451,2009,Dead Snow
Meredith Braun,10437,1992,The Muppet Christmas Carol
Dionne Quan,20694,2003,Rugrats Go Wild
Wayne Brady,14351,2006,Crossover
Wayne Brady,116977,2012,Foodfight!
Wayne Brady,215918,2013,1982
Joel Grey,16,2000,Dancer in the Dark
Laurence Olivier,223,1940,Rebecca
Laurence Olivier,2669,1984,The Bounty
Laurence Olivier,16241,1978,The Boys from Brazil
Laurence Olivier,113464,1981,Inchon
Mariane Plasteig,80,2004,Before Sunset
Anita Laurenzi,14283,1998,The Red Violin
Avery Brooks,73,1998,American History X
Avery Brooks,2749,2001,15 Minutes
Avery Brooks,9448,1998,The Big Hit
Lynn Collins,2080,2009,X-Men Origins: Wolverine
Lynn Collins,3594,2007,The Number 23
Lynn Collins,11162,2004,The Merchant of Venice
Lynn Collins,49529,2012,John Carter
Lyubov Agapova,12093,2002,Lilya 4-ever
Brandon Barrera,85860,2011,The FP
Oliver Cooper,57214,2012,Project X
Kevin J. O'Connor,7345,2007,There Will Be Blood
Kevin J. O'Connor,9457,1998,Deep Rising
Leon Isaac Kennedy,14854,1983,Lone Wolf McQuade
Leon Isaac Kennedy,65448,1979,Penitentiary
Paula Erikson,70478,1969,The Stewardesses
Laura Vandervoort,59962,2012,This Means War
Adrian Grenier,14195,2000,Cecil B. Demented
Adrian Grenier,14429,1999,Drive Me Crazy
Adrian Grenier,27451,2001,Harvard Man
Raad Rawi,62630,2011,The Devil's Double
Marg Helgenberger,462,2000,Erin Brockovich
Marg Helgenberger,1901,2004,In Good Company
Claudia Lapacó,78705,2004,Live-In Maid
Ted Levine,274,1991,The Silence of the Lambs
Ted Levine,10413,1993,Nowhere to Run
Ted Levine,207769,2013,Banshee Chapter
Julia Jentsch,12555,2006,I Served the King of England
Michael Kanev,25248,2004,Saint Ralph
Tommy Chong,9490,1998,Half Baked
50 Cent,10060,2005,Get Rich or Die Tryin'
50 Cent,13389,2008,Righteous Kill
50 Cent,107846,2013,Escape Plan
50 Cent,307081,2015,Southpaw
Elijah Smith,85350,2014,Boyhood
Gary Lewis,71,2000,Billy Elliot
Gary Lewis,9763,2005,Goal!: The Dream Begins
Gary Lewis,11661,2005,Joyeux Noël
Hunter Carson,31909,1986,Invaders from Mars
Kirk Douglas,173,1954,"20,000 Leagues Under the Sea"
Kirk Douglas,24266,1982,The Man from Snowy River
James Whitmore,11015,1997,The Relic
Sally Dryer,13187,1965,A Charlie Brown Christmas
Darrel Heath,58680,1998,Woo
Jon Gries,8193,2004,Napoleon Dynamite
Jon Gries,33430,1999,Twin Falls Idaho
Jon Gries,222250,2013,A True Story
Jon Gries,250184,2014,Locker 13
Kim Greist,23730,1984,C.H.U.D.
Anna Maria Horsford,8386,2001,How High
Anna Maria Horsford,10426,2002,Friday After Next
Anna Maria Horsford,175555,2013,A Madea Christmas
Robin Bartlett,86829,2013,Inside Llewyn Davis
Robin Bartlett,289180,2014,H.
Christine Adams,46849,2007,Eye of the Dolphin
Shanley Caswell,68684,2011,Detention
Shanley Caswell,92635,2012,Snow White: A Deadly Summer
Shanley Caswell,138843,2013,The Conjuring
Mickey Hart,84318,2012,The Other Dream Team
Paresh Rawal,26379,2009,Paa
Goya Toledo,55,2000,Amores perros
Alba Rohrwacher,41110,2009,I Am Love
Tina Lifford,9573,2002,Blood Work
Jason Robards,335,1968,Once Upon a Time in the West
Jason Robards,9800,1993,Philadelphia
Jason Robards,17170,1988,"Bright Lights, Big City"
Jason Robards,23330,1970,The Ballad of Cable Hogue
Jason Robards,34723,1993,The Adventures of Huck Finn
Jason Robards,38665,1981,The Legend of the Lone Ranger
Jason Robards,42222,1977,Julia
William Brotman,201132,2013,Antarctica: A Year on Ice
Jordenn Thompson,113406,2012,Should've Been Romeo
Renée Le Calm,11956,1996,When the Cat's Away
Joshua Close,13025,2007,Diary of the Dead
Cornel Wilde,27191,1952,The Greatest Show on Earth
Vic Morrow,15301,1983,Twilight Zone: The Movie
Vic Morrow,23479,1976,The Bad News Bears
Christopher Evan Welch,5038,2008,Vicky Cristina Barcelona
T.W. Leshner,8875,2007,Timber Falls
Richard S. Castellano,238,1972,The Godfather
Thomas Ian Nicholas,2105,1999,American Pie
Thomas Ian Nicholas,2770,2001,American Pie 2
Thomas Ian Nicholas,8273,2003,American Wedding
Thomas Ian Nicholas,71552,2012,American Reunion
Marie-Anne Chazel,10353,1998,The Visitors II: The Corridors of Time
Marie-Anne Chazel,11687,1993,The Visitors
Mark Lester,17917,1968,Oliver!
Alec Wilson,9290,2001,Crocodile Dundee in Los Angeles
Alexander Skarsgård,44833,2012,Battleship
Alexander Skarsgård,64639,2011,Straw Dogs
Alexander Skarsgård,87499,2013,The East
Alexander Skarsgård,227156,2014,The Giver
Alexander Skarsgård,250124,2015,The Diary of a Teenage Girl
Alexander Skarsgård,258489,2016,The Legend of Tarzan
Jennifer Prior,132344,2013,Before Midnight
Tamala Jones,14144,2007,Daddy Day Camp
Ato Essandoh,19316,2004,Saving Face
Martin Compston,50497,2012,When the Lights Went Out
Julio Oscar Mechoso,1656,2005,The Legend of Zorro
Julio Oscar Mechoso,25186,2009,Janky Promoters
RZA,43539,2010,The Next Three Days
RZA,97430,2012,The Man with the Iron Fists
RZA,254473,2014,Brick Mansions
RZA,342502,2015,AWOL-72
John Stockwell,33676,1983,Losin' It
Him Law,381902,2016,The Monkey King 2
Garrett Hedlund,8292,2005,Four Brothers
Garrett Hedlund,11835,2007,Death Sentence
Garrett Hedlund,20526,2010,TRON: Legacy
Garrett Hedlund,45272,2010,Country Strong
Garrett Hedlund,83770,2012,On the Road
Garrett Hedlund,227306,2014,Unbroken
Garrett Hedlund,266647,2015,Pan
Milton Berle,11576,1963,"It's a Mad, Mad, Mad, Mad World"
Eddie Marsan,1491,2006,The Illusionist
Eddie Marsan,8960,2008,Hancock
Eddie Marsan,10528,2009,Sherlock Holmes
Eddie Marsan,11109,2004,Vera Drake
Eddie Marsan,107985,2013,The World's End
Lina Boudreau,9662,2003,The Triplets of Belleville
Andrew Scott,228066,2015,Victor Frankenstein
Will Rothhaar,44943,2011,Battle: Los Angeles
Will Rothhaar,91122,2009,16 to Life
Wendie Malick,6439,2005,Racing Stripes
Wendie Malick,11688,2000,The Emperor's New Groove
Kenneth Tsang,11702,1998,The Replacement Killers
Stana Roumillac,146882,2011,Elza
Lark Voorhies,28353,1997,Def Jam's How to Be a Player
Ward Horton,250546,2014,Annabelle
Adolfo Celi,660,1965,Thunderball
Thomas Jane,4995,1997,Boogie Nights
Thomas Jane,5876,2007,The Mist
Thomas Jane,6171,2003,Dreamcatcher
Thomas Jane,7220,2004,The Punisher
Thomas Jane,8914,1999,Deep Blue Sea
Thomas Jane,11812,2002,The Sweetest Thing
Thomas Jane,34941,1997,The Last Time I Committed Suicide
Thomas Jane,44857,1999,Molly
Thomas Jane,133575,1999,The Velocity of Gary
Thomas Jane,244316,2015,Into the Grizzly Maze
Thomas Jane,256092,2014,Drive Hard
Thomas Jane,257087,2016,The Veil
Thomas Jane,319910,2015,Broken Horses
Stan Collymore,3093,2006,Basic Instinct 2
Steven Lee Edwards,228550,2011,Raymond Did It
Jerry O'Connell,235,1986,Stand by Me
Jerry O'Connell,2067,2000,Mission to Mars
Jerry O'Connell,10628,2003,Kangaroo Jack
Jerry O'Connell,10646,2001,Tomcats
Jerry O'Connell,43593,2010,Piranha 3D
Jason Momoa,70074,2013,Bullet to the Head
Jason Momoa,290555,2014,Wolves
Sharman Joshi,7913,2006,Rang De Basanti
Avraham Shalom,127918,2012,The Gatekeepers
Mikhail Galustyan,367961,2015,Savva. Heart of the Warrior
Catriona MacColl,19204,1981,The Beyond
Jennifer Blaire,18841,2001,The Lost Skeleton of Cadavra
Adam Boyd,1961,2007,My Name Is Bruce
Jacques Gamblin,50848,2010,The Names of Love
Chris Evans,1266,2008,Street Kings
Chris Evans,1272,2007,Sunshine
Chris Evans,1273,2007,TMNT
Chris Evans,1771,2011,Captain America: The First Avenger
Chris Evans,1979,2007,Fantastic 4: Rise of the Silver Surfer
Chris Evans,7515,2005,London
Chris Evans,9759,2004,Cellular
Chris Evans,11397,2001,Not Another Teen Movie
Chris Evans,22538,2010,Scott Pilgrim vs. the World
Chris Evans,24428,2012,The Avengers
Chris Evans,34813,2010,The Losers
Chris Evans,63492,2011,What's Your Number?
Chris Evans,68812,2012,The Iceman
Chris Evans,99861,2015,Avengers: Age of Ultron
Chris Evans,100402,2014,Captain America: The Winter Soldier
Chris Evans,110415,2013,Snowpiercer
Chris Evans,271110,2016,Captain America: Civil War
Mike Estes,1961,2007,My Name Is Bruce
Art Hsu,85860,2011,The FP
Mindy Sterling,818,2002,Austin Powers in Goldmember
Wotan Wilke Möhring,31175,2009,Soul Kitchen
Tyler Hoechlin,4147,2002,Road to Perdition
Mitchell Ryan,10987,1995,Halloween: The Curse of Michael Myers
Mitchell Ryan,11901,1973,High Plains Drifter
John Light,14608,2007,Partition
Tanaaz Currim Irani,20653,2008,Roadside Romeo
Elle Fanning,4922,2008,The Curious Case of Benjamin Button
Elle Fanning,13066,2006,I Want Someone to Eat Cheese With
Elle Fanning,37686,2011,Super 8
Elle Fanning,49852,2010,The Nutcracker: The Untold Story
Elle Fanning,78381,2011,Twixt
Elle Fanning,102651,2014,Maleficent
Elle Fanning,170687,2014,The Boxtrolls
Elle Fanning,301365,2016,The Neon Demon
Jennifer Paige,55123,1999,Tumbleweeds
Warren Beatty,8592,1990,Dick Tracy
Warren Beatty,9452,1998,Bulworth
Warren Beatty,12228,2005,Inside Deep Throat
Warren Beatty,12704,1987,Ishtar
Warren Beatty,18254,1981,Reds
Warren Beatty,24113,2001,Town & Country
Simone Kessell,79698,2015,The Lovers
Frank Grillo,59440,2011,Warrior
Frank Grillo,75174,2012,The Grey
Frank Grillo,234212,2015,Demonic
Frank Grillo,238636,2014,The Purge: Anarchy
Frank Grillo,316727,2016,The Purge: Election Year
Gastone Moschin,8416,1970,The Conformist
Dennis Dugan,11298,1981,The Howling
Darren Criss,67675,2011,Glee: The Concert Movie
Vincent Spano,7305,1993,Alive
Johnny Ortiz,228203,2015,"McFarland, USA"
Elizabeth Allen,15875,1963,Donovan's Reef
Josh Holloway,109417,2013,Battle of the Year
Jack Palance,9618,1989,Tango & Cash
Tim Curry,9644,1993,National Lampoon's Loaded Weapon 1
Tim Curry,10329,1995,Congo
Tim Curry,14175,2005,Valiant
Tim Curry,14317,2002,The Wild Thornberrys Movie
Tim Curry,20694,2003,Rugrats Go Wild
Tim Curry,49953,2010,A Turtle's Tale: Sammy's Adventures
Darryl Stephens,294086,2014,Tiger Orange
Stephen McCole,57294,2009,Crying with Laughter
Samaire Armstrong,10025,2006,Just My Luck
Samaire Armstrong,10069,2006,Stay Alive
Samaire Armstrong,343409,2015,Windsor Drive
Sophie Bolen,77934,2010,The Christmas Bunny
Sophie Bolen,379532,2016,Rodeo Girl
Daniel von Bargen,4421,1997,G.I. Jane
Gong Li,844,2004,2046
Gong Li,1248,2007,Hannibal Rising
Gong Li,1494,2006,Curse of the Golden Flower
Gong Li,1904,2005,Memoirs of a Geisha
Gong Li,259943,2014,Coming Home
Gong Li,381902,2016,The Monkey King 2
Ralph Fiennes,409,1996,The English Patient
Ralph Fiennes,424,1993,Schindler's List
Ralph Fiennes,533,2005,The Curse of the Were-Rabbit
Ralph Fiennes,674,2005,Harry Potter and the Goblet of Fire
Ralph Fiennes,675,2007,Harry Potter and the Order of the Phoenix
Ralph Fiennes,1985,2005,The Constant Gardener
Ralph Fiennes,7303,2002,Maid in Manhattan
Ralph Fiennes,8055,2008,The Reader
Ralph Fiennes,8321,2008,In Bruges
Ralph Fiennes,9533,2002,Red Dragon
Ralph Fiennes,9613,2002,Spider
Ralph Fiennes,9837,1998,The Prince of Egypt
Ralph Fiennes,12162,2008,The Hurt Locker
Ralph Fiennes,12783,2008,The Duchess
Ralph Fiennes,18823,2010,Clash of the Titans
Ralph Fiennes,18840,2005,The White Countess
Ralph Fiennes,20024,1999,The End of the Affair
Ralph Fiennes,35019,2010,Nanny McPhee and the Big Bang
Ralph Fiennes,37724,2012,Skyfall
Ralph Fiennes,39780,1997,Oscar and Lucinda
Ralph Fiennes,57165,2012,Wrath of the Titans
Ralph Fiennes,101173,2011,Coriolanus
Ralph Fiennes,120467,2014,The Grand Budapest Hotel
Ralph Fiennes,206647,2015,Spectre
Ralph Fiennes,270487,2016,"Hail, Caesar!"
Matthew Sunderland,10844,2006,Out of the Blue
Yoo Ji-tae,670,2003,Oldboy
Kevin Daniels,29731,2007,And Then Came Love
Jeffrey Zekele,22600,2008,Gangster's Paradise: Jerusalema
Clark Johnson,34769,2009,Defendor
Skandar Keynes,411,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
Skandar Keynes,2454,2008,The Chronicles of Narnia: Prince Caspian
Skandar Keynes,10140,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader
Leonardo Cimino,841,1984,Dune
Fairuza Balk,9100,1996,The Craft
Fairuza Balk,9306,1996,The Island of Dr. Moreau
Fairuza Balk,10663,1998,The Waterboy
Fairuza Balk,11699,2009,The Bad Lieutenant: Port of Call - New Orleans
Fairuza Balk,13155,1985,Return to Oz
Fairuza Balk,13201,2002,Deuces Wild
Kurt Fuller,59436,2011,Midnight in Paris
Kimberly Guerrero,302579,1999,Naturally Native
Meryl Streep,350,2006,The Devil Wears Prada
Meryl Streep,590,2002,The Hours
Meryl Streep,606,1985,Out of Africa
Meryl Streep,688,1995,The Bridges of Madison County
Meryl Streep,2757,2002,Adaptation.
Meryl Streep,4515,2007,Lions for Lambs
Meryl Streep,8987,1994,The River Wild
Meryl Streep,9374,1992,Death Becomes Her
Meryl Streep,9526,2006,A Prairie Home Companion
Meryl Streep,9819,1996,Marvin's Room
Meryl Streep,9906,2006,The Ant Bully
Meryl Streep,10315,2009,Fantastic Mr. Fox
Meryl Streep,11631,2008,Mamma Mia!
Meryl Streep,11778,1978,The Deer Hunter
Meryl Streep,14359,2008,Doubt
Meryl Streep,14462,2004,The Manchurian Candidate
Meryl Streep,22897,2009,It's Complicated
Meryl Streep,24803,2009,Julie & Julia
Meryl Streep,53113,1998,One True Thing
Meryl Streep,71688,2011,The Iron Lady
Meryl Streep,82696,2012,Hope Springs
Meryl Streep,152737,2013,August: Osage County
Meryl Streep,224141,2014,Into the Woods
Meryl Streep,227156,2014,The Giver
Meryl Streep,264656,2014,The Homesman
Meryl Streep,315664,2016,Florence Foster Jenkins
Peter Sohn,2062,2007,Ratatouille
Frank Gallacher,46252,2010,Rust
Daniel Zovatto,270303,2015,It Follows
Bill Murray,137,1993,Groundhog Day
Bill Murray,153,2003,Lost in Translation
Bill Murray,421,2004,The Life Aquatic with Steve Zissou
Bill Murray,4327,2000,Charlie's Angels
Bill Murray,8920,2004,Garfield
Bill Murray,9414,1997,The Man Who Knew Too Little
Bill Murray,9513,2006,Garfield: A Tail of Two Kitties
Bill Murray,9647,1988,Scrooged
Bill Murray,10315,2009,Fantastic Mr. Fox
Bill Murray,10890,1981,Stripes
Bill Murray,11543,1996,Kingpin
Bill Murray,11545,1998,Rushmore
Bill Murray,11977,1980,Caddyshack
Bill Murray,12610,2001,Osmosis Jones
Bill Murray,13600,2008,City of Ember
Bill Murray,24977,2000,Michael Jordan to the Max
Bill Murray,32274,1999,Cradle Will Rock
Bill Murray,44718,2010,Get Low
Bill Murray,83666,2012,Moonrise Kingdom
Bill Murray,152760,2014,The Monuments Men
Bill Murray,222936,2015,Aloha
Bill Murray,239563,2014,St. Vincent
Bill Murray,278927,2016,The Jungle Book
Gérard Jugnot,5528,2004,The Chorus
Matthew Walker,12142,2005,Alone in the Dark
Billy Dee Williams,1891,1980,The Empire Strikes Back
Billy Dee Williams,1892,1983,Return of the Jedi
Billy Dee Williams,16888,2000,The Ladies Man
Billy Dee Williams,21610,1981,Nighthawks
Myles Berkowitz,111794,1998,20 Dates
Diana Kent,1024,1994,Heavenly Creatures
Louis C.K.,23082,2009,The Invention of Lying
Louis C.K.,160588,2013,Blue Jasmine
Louis C.K.,328111,2016,The Secret Life of Pets
AJ Michalka,206284,2013,Grace Unplugged
Lauren Bittner,72571,2011,Paranormal Activity 3
Molly Regan,9686,1989,New York Stories
Samuel Ball,77332,2000,Urbania
Christopher Simpson,21074,2007,Brick Lane
Dennis Haysbert,1090,1999,The Thirteenth Floor
Dennis Haysbert,1874,2007,Goodbye Bafana
Dennis Haysbert,10712,2002,Far from Heaven
Dennis Haysbert,12618,1999,Random Hearts
Dennis Haysbert,14411,2003,Sinbad: Legend of the Seven Seas
Jack O'Connell,13510,2008,Eden Lake
Jack O'Connell,227306,2014,Unbroken
Jack O'Connell,303858,2016,Money Monster
Molly Hagan,16005,2008,The Lucky Ones
Molly Hagan,361159,2015,Navy Seals vs. Zombies
Michael Pollan,18570,2008,"Food, Inc."
Michael Pollan,370662,2015,Time to Choose
Demetri Martin,26320,2009,Taking Woodstock
Amanda Fuller,175291,2013,Cheap Thrills
David Hoffman,293644,2015,Top Cat Begins
Seth MacFarlane,72105,2012,Ted
Seth MacFarlane,188161,2014,A Million Ways to Die in the West
Seth MacFarlane,214756,2015,Ted 2
Linus Roache,2789,2004,The Chronicles of Riddick
Linus Roache,9839,2003,Beyond Borders
Linus Roache,40880,2001,Pandaemonium
Linus Roache,119458,2012,Supercapitalist
Alexa Nikolas,139715,2012,Detention of the Dead
Selena Gomez,38843,2010,Ramona and Beezus
Selena Gomez,59860,2011,Monte Carlo
Selena Gomez,76492,2012,Hotel Transylvania
Selena Gomez,122081,2013,Spring Breakers
Selena Gomez,146227,2013,Getaway
Selena Gomez,159824,2015,Hotel Transylvania 2
Selena Gomez,244403,2014,Rudderless
Kevin McNally,512,2006,Scoop
Kevin McNally,1865,2011,Pirates of the Caribbean: On Stranger Tides
Kevin McNally,10034,2001,High Heels and Low Lifes
Kevin McNally,15237,2004,De-Lovely
Kevin McNally,70436,2012,The Raven
Yeardley Smith,35,2007,The Simpsons Movie
Amy Ferguson,71866,2009,Tanner Hall
Michael C. Hall,18501,2009,Gamer
Caroline Dhavernas,14582,2008,Passchendaele
Caroline Dhavernas,18530,2009,The Cry of the Owl
Monique Gabriela Curnen,13983,2007,Finishing The Game
Cress Williams,50942,1998,Creature
Don Rickles,524,1995,Casino
Don Rickles,862,1995,Toy Story
Don Rickles,863,1999,Toy Story 2
Don Rickles,14577,1998,Dirty Work
Don Rickles,18937,1998,Quest for Camelot
John Philbin,10925,1985,The Return of the Living Dead
Peter Boyle,103,1976,Taxi Driver
Peter Boyle,3034,1974,Young Frankenstein
Peter Boyle,3050,1998,Doctor Dolittle
Peter Boyle,8850,1994,The Shadow
Peter Boyle,11395,1994,The Santa Clause
Peter Boyle,28932,1978,F.I.S.T.
Q'orianka Kilcher,11400,2005,The New World
Q'orianka Kilcher,39806,2010,Princess Kaiulani
Steven Hauck,278316,2014,Da Sweet Blood of Jesus
Melissa Errico,16643,2002,Life or Something Like It
Mathieu Chedid,77459,2011,A Monster in Paris
John Cho,11282,2004,Harold & Kumar Go to White Castle
John Cho,13335,2008,Harold & Kumar Escape from Guantanamo Bay
John Cho,27023,2009,Saint John of Las Vegas
John Cho,55465,2011,A Very Harold & Kumar Christmas
John Cho,309503,2015,Zipper
Usher Raymond,13503,2001,Texas Rangers
Usher Raymond,19052,1999,Light It Up
Usher Raymond,54518,2011,Justin Bieber: Never Say Never
Isla Fisher,8390,2008,"Definitely, Maybe"
Isla Fisher,10074,2007,Hot Rod
Isla Fisher,44896,2011,Rango
Isla Fisher,75656,2013,Now You See Me
Isla Fisher,81188,2012,Rise of the Guardians
Isla Fisher,84174,2012,Bachelorette
Tsuyoshi Ihara,1251,2006,Letters from Iwo Jima
Tung Thanh Tran,801,1987,"Good Morning, Vietnam"
Danny Trejo,7451,2002,xXx
Danny Trejo,9683,2001,Bubble Boy
Danny Trejo,13075,2006,Sherrybaby
Danny Trejo,23631,2010,Machete
Danny Trejo,34851,2010,Predators
Danny Trejo,106747,2013,Machete Kills
Danny Trejo,206213,2013,Zombie Hunter
Danny Trejo,347969,2015,The Ridiculous 6
Phaldut Sharma,49047,2013,Gravity
Nina Barnes,268917,2014,The Past Is a Grotesque Animal
Rondel Reynoldson,50037,2010,Beyond the Black Rainbow
Judy Marte,25461,2002,Raising Victor Vargas
Judy Marte,78307,2004,On the Outs
Jeff Celentano,25678,1987,American Ninja 2: The Confrontation
Bradley Dodds,40264,2010,Vampires Suck
Nate Hartley,8457,2008,Drillbit Taylor
Nathalie Kelley,9615,2006,The Fast and the Furious: Tokyo Drift
Samantha Futerman,20520,2005,The Motel
Tiffany Dupont,15005,2006,One Night with the King
Tiffany Dupont,36046,2004,The Work and the Glory
Carlos Lasarte,8329,2007,[REC]
Dave Franco,64688,2012,21 Jump Street
Dave Franco,82654,2013,Warm Bodies
Dave Franco,187017,2014,22 Jump Street
Dave Franco,195589,2014,Neighbors
Dave Franco,239573,2015,Unfinished Business
Dave Franco,291805,2016,Now You See Me 2
Dave Franco,328387,2016,Nerve
Alessandro Gassman,9335,2005,Transporter 2
Alessandro Gassman,79587,2009,Four Single Fathers
Kirpatrick Thomas,69382,2007,The Legend of God's Gun
Liam James,147773,2013,The Way Way Back
Nafessa Williams,295886,2015,Brotherly Love
Gordon Pinsent,10981,2003,Nothing
Gordon Pinsent,25248,2004,Saint Ralph
Gordon Pinsent,325373,2016,Two Lovers and a Bear
Alicja Bachleda-Curuś,342,2004,Summer Storm
Alicja Bachleda-Curuś,4170,2007,Trade
Alicja Bachleda-Curuś,38448,2009,Ondine
Kate Stafford,29371,1995,The Incredibly True Adventure of Two Girls In Love
Mary Doran,65203,1929,The Broadway Melody
Dr. Dre,13408,2001,The Wash
Michele Morrow,22530,2008,Bled
Debbi Morgan,44634,2004,Woman Thou Art Loosed
Debbi Morgan,45153,1997,Eve's Bayou
Jake Lacy,248774,2014,Obvious Child
Luke Ford,1735,2008,The Mummy: Tomb of the Dragon Emperor
Luke Ford,66125,2011,Red Dog
Katrina Bowden,46838,2010,Tucker and Dale vs Evil
Katrina Bowden,78383,2013,Nurse 3-D
Katrina Bowden,222250,2013,A True Story
Linda Bassett,10557,1999,East Is East
María Valverde,319910,2015,Broken Horses
Michelle Van Der Water,325123,2015,Teeth and Blood
Katy Jurado,288,1952,High Noon
Katy Jurado,11577,1973,Pat Garrett & Billy the Kid
Katy Jurado,40494,1956,Trapeze
Diane Salinger,288980,2014,Freedom
Darryl Cooksey,34584,1984,The NeverEnding Story
Leonid Yarmolnik,110402,2013,Hard to Be a God
Catherine O'Hara,771,1990,Home Alone
Catherine O'Hara,772,1992,Home Alone 2: Lost in New York
Catherine O'Hara,4011,1988,Beetlejuice
Catherine O'Hara,12257,1998,Home Fries
Catherine O'Hara,13785,2000,Best in Show
Catherine O'Hara,14799,2006,For Your Consideration
Catherine O'Hara,16448,1996,Waiting for Guffman
Catherine O'Hara,16523,2009,Where the Wild Things Are
Catherine O'Hara,19255,2009,Away We Go
Catherine O'Hara,37821,2010,Killers
Catherine O'Hara,62214,2012,Frankenweenie
Aisha Tyler,310706,2009,Black Water Transit
Michael Chekhov,4174,1945,Spellbound
Ted Danson,12085,2008,Mad Money
Ted Danson,12154,1987,Three Men and a Baby
Bob Dylan,24356,2003,Masked and Anonymous
Waheeda Rehman,7509,2005,Water
Simon Pegg,747,2004,Shaun of the Dead
Simon Pegg,4638,2007,Hot Fuzz
Simon Pegg,7942,2007,"Run, Fatboy, Run"
Simon Pegg,8355,2009,Ice Age: Dawn of the Dinosaurs
Simon Pegg,10140,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader
Simon Pegg,13092,2008,How to Lose Friends & Alienate People
Simon Pegg,13501,2007,The Good Night
Simon Pegg,17578,2011,The Adventures of Tintin
Simon Pegg,39513,2011,Paul
Simon Pegg,54138,2013,Star Trek Into Darkness
Simon Pegg,56292,2011,Mission: Impossible - Ghost Protocol
Simon Pegg,107985,2013,The World's End
Simon Pegg,177677,2015,Mission: Impossible - Rogue Nation
Simon Pegg,188927,2016,Star Trek Beyond
